FID_WDPA_O,WDPAID,WDPA_PID,NAME,ORIG_NAME,DESIG_ENG,DESIG_TYPE,IUCN,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3,SUPP_INFO,CONS_OBJ,SCAPENAME,PROGRAM,COUNTRY,Region,sq_km
3518,10089,10089,Parsa,Óñ¬Óñ░ÓÑìÓñ©Óñ¥ ÓñÁÓñ¿ÓÑìÓñ»Óñ£Óñ¿ÓÑìÓññÓÑü ÓñåÓñ░ÓñòÓÑìÓñÀ,Wildlife Reserve,National,IV,Not Applicable,Designated,1984,Federal or national ministry or agency,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
534,805,805,Chitwan,ÓñÜÓñ┐ÓññÓñÁÓñ¿ Óñ░Óñ¥ÓñÀÓÑìÓñƒÓÑìÓñ░Óñ┐Óñ» Óñ¿Óñ┐ÓñòÓÑüÓñ×ÓÑìÓñ£,National Park,National,II,Not Applicable,Designated,1973,Federal or national ministry or agency,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,1157
3806,10905,10905,Chitwan National Park,Parc national de Chitwan,World Heritage Site (natural or mixed),International,Not Applicable,(vii)(ix)(x),Inscribed,1984,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,1157
564,836,836,Khunjerab,Khunjerab,National Park,National,II,Not Applicable,Designated,1975,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,482,Not Reported,PAK,PAK,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,695
14160,68914,68914,Central Karakoram,Central Karakoram,National Park,National,Not Reported,Not Applicable,Designated,1993,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,219,Not Reported,PAK,PAK,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,695
1115,2007,2007,Sagarmatha National Park,Parc national de Sagarmatha,World Heritage Site (natural or mixed),International,Not Applicable,(vii),Inscribed,1979,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
7878,26606,26606,Makalu-Barun,Óñ«ÓñòÓñ¥Óñ▓ÓÑüÔÇôÓñ¼Óñ░ÓÑüÓñú Óñ░Óñ¥ÓñÀÓÑìÓñƒÓÑìÓñ░Óñ┐Óñ» Óñ¿Óñ┐ÓñòÓÑüÓñ×ÓÑìÓñ£,National Park,National,II,Not Applicable,Designated,1991,Federal or national ministry or agency,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
1205,2256,2256,Manovo-Gounda-Saint Floris,Manovo-Gounda-Saint Floris,National Park,National,II,Not Applicable,Designated,1933,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1961,CF-BB,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,44
1209,2260,2260,Ouandjia-Vakaga,Ouandjia-Vakaga,Faunal Reserve,National,IV,Not Applicable,Designated,1925,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1961,CF-VK,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,44
1205,2256,2256,Manovo-Gounda-Saint Floris,Manovo-Gounda-Saint Floris,National Park,National,II,Not Applicable,Designated,1933,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1961,CF-BB,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,10
1326,2555,2555,Aouk-Aoukale,Aouk-Aoukale,Faunal Reserve,National,IV,Not Applicable,Designated,1939,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1961,CF-VK,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,10
1205,2256,2256,Manovo-Gounda-Saint Floris,Manovo-Gounda-Saint Floris,National Park,National,II,Not Applicable,Designated,1933,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1961,CF-BB,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,17126
5630,16792,16792,Manovo-Gounda St Floris National Park,Parc national du Manovo-Gounda St Floris,World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,1988,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,CF-BB,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,17126
1205,2256,2256,Manovo-Gounda-Saint Floris,Manovo-Gounda-Saint Floris,National Park,National,II,Not Applicable,Designated,1933,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1961,CF-BB,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,2
57168,301830,301830,Zone Pilote de la Sangba,Zone Pilote de la Sangba,Classified Forest,National,Not Reported,Not Applicable,Designated,0,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1961,CF-BB,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,2
1209,2260,2260,Ouandjia-Vakaga,Ouandjia-Vakaga,Faunal Reserve,National,IV,Not Applicable,Designated,1925,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1961,CF-VK,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,1185
5630,16792,16792,Manovo-Gounda St Floris National Park,Parc national du Manovo-Gounda St Floris,World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,1988,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,CF-BB,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,1185
1326,2555,2555,Aouk-Aoukale,Aouk-Aoukale,Faunal Reserve,National,IV,Not Applicable,Designated,1939,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1961,CF-VK,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,116
5630,16792,16792,Manovo-Gounda St Floris National Park,Parc national du Manovo-Gounda St Floris,World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,1988,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,CF-BB,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,116
2580,6811,6811,Moji,Moji,Game Reserve,National,Not Reported,Not Applicable,Designated,1982,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,218,Not Reported,PAK,PAK,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,21
2581,6812,6812,Qazi Nag,Qazi Nag,Game Reserve,National,Not Reported,Not Applicable,Designated,1982,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,218,Not Reported,PAK,PAK,Not Applicable,Not Applicable,,Asia,"Kyrgyzstan, Tajikistan, China, Pakistan",Temperate Asia,21
2957,7996,7996,Royal Manas National Park,Royal Manas National Park,Royal Manas,National,II,Not Applicable,Designated,1966,Federal or national ministry or agency,State,Department of Forests and Park Services,Not Reported,State Verified,1800,Not reported,BTN,BTN,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,2
3756,10745,10745,Manas Wildlife Sanctuary,Sanctuaire de faune de Manas,World Heritage Site (natural or mixed),International,Not Applicable,(vii)(ix)(x),Inscribed,1985,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,IN-AS,IND,IND,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,2
3518,10089,10089,Parsa,Óñ¬Óñ░ÓÑìÓñ©Óñ¥ ÓñÁÓñ¿ÓÑìÓñ»Óñ£Óñ¿ÓÑìÓññÓÑü ÓñåÓñ░ÓñòÓÑìÓñÀ,Wildlife Reserve,National,IV,Not Applicable,Designated,1984,Federal or national ministry or agency,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
3806,10905,10905,Chitwan National Park,Parc national de Chitwan,World Heritage Site (natural or mixed),International,Not Applicable,(vii)(ix)(x),Inscribed,1984,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
3518,10089,10089,Parsa,Óñ¬Óñ░ÓÑìÓñ©Óñ¥ ÓñÁÓñ¿ÓÑìÓñ»Óñ£Óñ¿ÓÑìÓññÓÑü ÓñåÓñ░ÓñòÓÑìÓñÀ,Wildlife Reserve,National,IV,Not Applicable,Designated,1984,Federal or national ministry or agency,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,1
57839,303694,303694,Chitwan - Buffer Zone,ÓñÜÓñ┐ÓññÓñÁÓñ¿ Óñ«ÓñºÓÑìÓñ»ÓñÁÓñ░ÓÑìÓññÓÑÇ ÓñòÓÑìÓñÀÓÑçÓññÓÑìÓñ░,National Park - Buffer Zone,National,VI,Not Applicable,Designated,1996,Federal or national ministry or agency,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,1
3519,10091,10091,Annapurna,ÓñàÓñ¿ÓÑìÓñ¿Óñ¬ÓÑéÓñ░ÓÑìÓñú Óñ©ÓñéÓñ░ÓñòÓÑìÓñÀÓñú ÓñòÓÑìÓñÀÓÑçÓññÓÑìÓñ░,Conservation Area,National,VI,Not Applicable,Designated,1992,Non-profit organisations,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
26837,143002,143002,Manaslu,Óñ«Óñ¿Óñ¥Óñ©ÓÑìÓñ▓ÓÑü Óñ©ÓñéÓñ░ÓñòÓÑìÓñÀÓñú ÓñòÓÑìÓñÀÓÑçÓññÓÑìÓñ░,Conservation Area,National,VI,Not Applicable,Designated,1998,Non-profit organisations,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
3806,10905,10905,Chitwan National Park,Parc national de Chitwan,World Heritage Site (natural or mixed),International,Not Applicable,(vii)(ix)(x),Inscribed,1984,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,13
57839,303694,303694,Chitwan - Buffer Zone,ÓñÜÓñ┐ÓññÓñÁÓñ¿ Óñ«ÓñºÓÑìÓñ»ÓñÁÓñ░ÓÑìÓññÓÑÇ ÓñòÓÑìÓñÀÓÑçÓññÓÑìÓñ░,National Park - Buffer Zone,National,VI,Not Applicable,Designated,1996,Federal or national ministry or agency,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,13
7877,26605,26605,Makalu-Barun - Buffer Zone,Óñ«ÓñòÓñ¥Óñ▓ÓÑüÔÇôÓñ¼Óñ░ÓÑüÓñú Óñ«ÓñºÓÑìÓñ»ÓñÁÓñ░ÓÑìÓññÓÑÇ ÓñòÓÑìÓñÀÓÑçÓññÓÑìÓñ░,National Park - Buffer Zone,National,VI,Not Applicable,Designated,1999,Federal or national ministry or agency,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
7878,26606,26606,Makalu-Barun,Óñ«ÓñòÓñ¥Óñ▓ÓÑüÔÇôÓñ¼Óñ░ÓÑüÓñú Óñ░Óñ¥ÓñÀÓÑìÓñƒÓÑìÓñ░Óñ┐Óñ» Óñ¿Óñ┐ÓñòÓÑüÓñ×ÓÑìÓñ£,National Park,National,II,Not Applicable,Designated,1991,Federal or national ministry or agency,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
533,804,804,Sagarmatha,Óñ©ÓñùÓñ░Óñ«Óñ¥ÓñÑÓñ¥ Óñ░Óñ¥ÓñÀÓÑìÓñƒÓÑìÓñ░Óñ┐Óñ» Óñ¿Óñ┐ÓñòÓÑüÓñ×ÓÑìÓñ£,National Park,National,II,Not Applicable,Designated,1976,Federal or national ministry or agency,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
1115,2007,2007,Sagarmatha National Park,Parc national de Sagarmatha,World Heritage Site (natural or mixed),International,Not Applicable,(vii),Inscribed,1979,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
7878,26606,26606,Makalu-Barun,Óñ«ÓñòÓñ¥Óñ▓ÓÑüÔÇôÓñ¼Óñ░ÓÑüÓñú Óñ░Óñ¥ÓñÀÓÑìÓñƒÓÑìÓñ░Óñ┐Óñ» Óñ¿Óñ┐ÓñòÓÑüÓñ×ÓÑìÓñ£,National Park,National,II,Not Applicable,Designated,1991,Federal or national ministry or agency,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
534,805,805,Chitwan,ÓñÜÓñ┐ÓññÓñÁÓñ¿ Óñ░Óñ¥ÓñÀÓÑìÓñƒÓÑìÓñ░Óñ┐Óñ» Óñ¿Óñ┐ÓñòÓÑüÓñ×ÓÑìÓñ£,National Park,National,II,Not Applicable,Designated,1973,Federal or national ministry or agency,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
3518,10089,10089,Parsa,Óñ¬Óñ░ÓÑìÓñ©Óñ¥ ÓñÁÓñ¿ÓÑìÓñ»Óñ£Óñ¿ÓÑìÓññÓÑü ÓñåÓñ░ÓñòÓÑìÓñÀ,Wildlife Reserve,National,IV,Not Applicable,Designated,1984,Federal or national ministry or agency,Not Reported,Department of National Parks and Wildlife Conservation (DNPWC),Not Reported,State Verified,1778,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
3806,10905,10905,Chitwan National Park,Parc national de Chitwan,World Heritage Site (natural or mixed),International,Not Applicable,(vii)(ix)(x),Inscribed,1984,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,Not Reported,NPL,NPL,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,0
1205,2256,2256,Manovo-Gounda-Saint Floris,Manovo-Gounda-Saint Floris,National Park,National,II,Not Applicable,Designated,1933,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1961,CF-BB,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,118
1209,2260,2260,Ouandjia-Vakaga,Ouandjia-Vakaga,Faunal Reserve,National,IV,Not Applicable,Designated,1925,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1961,CF-VK,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,118
5630,16792,16792,Manovo-Gounda St Floris National Park,Parc national du Manovo-Gounda St Floris,World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,1988,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,CF-BB,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,118
1205,2256,2256,Manovo-Gounda-Saint Floris,Manovo-Gounda-Saint Floris,National Park,National,II,Not Applicable,Designated,1933,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1961,CF-BB,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,88
1326,2555,2555,Aouk-Aoukale,Aouk-Aoukale,Faunal Reserve,National,IV,Not Applicable,Designated,1939,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1961,CF-VK,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,88
5630,16792,16792,Manovo-Gounda St Floris National Park,Parc national du Manovo-Gounda St Floris,World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),Inscribed,1988,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,CF-BB,CAF,CAF,Not Applicable,Not Applicable,Greater Zakouma-Bamingui-Manovo,,Chad y Central African Republic,Sudano-Sahel,88
2677,7219,7219,Central Cebu Protected Landscape,"Central Cebu National Park, Mananga River Watershed Forest Reserve, Buhisan Watershed Forest Reserve, Sudlon National Park",Protected Landscape,National,V,Not Applicable,Designated,2007,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/11rJPyhr68kuluS9BWO9K8bcMAehCXOp_?usp=sharing,State Verified,1841,PH-CEB,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,285
2678,7220,7220,Guadalupe Mabugnao Mainit Hot Spring National Park,Guadalupe Mabugnao Mainit Hot Spring National Park,National Park,National,Not Assigned,Not Applicable,Designated,1972,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1j1DqTQmD7BaTlWu78_xskD9m35nbtAOs?usp=sharing,State Verified,1841,PH-CEB,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,1
2679,7221,7221,Initao-Libertad Protected Landscape and Seascape,Initao-Libertad Protected Landscape and Seascape,Protected Landscape and Seascape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1zgU4e8UgfalhRFF8yjJxkh75KIbu2ECe?usp=sharing,State Verified,1841,PH-MSR,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,9
2680,7223,7223,Sacred Mountain National Park,Sacred Mountain National Park,National Park,National,Not Assigned,Not Applicable,Designated,1965,Federal or national ministry or agency,State,DENR-BARMM,https://drive.google.com/drive/folders/1De0KjwQpT_Xcpn_wLa7P4QHgNwhr-py6?usp=sharing,State Verified,1841,PH-14,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,1
2682,7225,7225,Pantuwaraya Lake National Park,Pantuwaraya Lake National Park,National Park,National,Not Assigned,Not Applicable,Designated,1965,Federal or national ministry or agency,State,DENR-BARMM,https://drive.google.com/drive/folders/1WLax5Mvy_KCOQIpLzVfQjfD2Rjz4Qmc3?usp=sharing,State Verified,1841,PH-LAS,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,0
2685,7228,7228,Rungkunan National Park,Rungkunan National Park,National Park,National,Not Assigned,Not Applicable,Designated,1965,Federal or national ministry or agency,State,DENR-BARMM,https://drive.google.com/drive/folders/1bXJTPsbNtmMZAqxQAuK1hHWADV9-jxzu?usp=sharing,State Verified,1841,PH-LAS,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,10
2691,7240,7240,MacArthur Landing National Park (Imelda Park),MacArthur Landing National Park (Imelda Park),National Park,National,Not Assigned,Not Applicable,Designated,1977,Federal or national ministry or agency,State,Department of Environment and Natural Resources,https://drive.google.com/drive/folders/17OmAbuqsJVJGzuO0h_x_G-4dXmbHFPwK?usp=sharing,State Verified,1841,PH-LEY,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,0
2694,7327,7327,Island of Bantayan Wilderness Area,Island of Bantayan Wilderness Area,Wilderness Area,National,Not Assigned,Not Applicable,Designated,1981,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1OW1JWqcBzagQZtnBgItz8C6ZjeusITG8?usp=sharing,State Verified,1841,PH-CEB,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,3
2958,8005,8005,Pidaung Wildlife Sanctuary,Pidaung Wildlife Sanctuary,Wildlife Sanctuary,National,IV,Not Applicable,Designated,1927,Federal or national ministry or agency,Not Reported,Forest Department,Not Reported,State Verified,1687,MM-11,MMR,MMR,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,122
2959,8006,8006,Chatthin Wildlife Sanctuary,Chatthin Wildlife Sanctuary,Wildlife Sanctuary,National,IV,Not Applicable,Designated,1941,Federal or national ministry or agency,Not Reported,Forest Department,Under the process of endorsement,State Verified,1687,MM-01,MMR,MMR,Not Applicable,Not Applicable,,,"India, Nepal y Bhutan",South Asia,282
3563,10326,10326,Mt. Malindang Natural Park,Mt. Malindang National Park,Natural Park,National,II,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1kliG233007TJVJ9QbyLvMlKm1ykSab8Z?usp=sharing,State Verified,1841,PH-MSC,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,352
5204,14736,14736,Mahagnao Volcano Natural Park,Mahagnao Volcano National Park,Natural Park,National,II,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1CkYCuLTbXotRvUlG4O_TGaLGfUjOuRIl?usp=sharing,State Verified,1841,PH-LEY,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,3
5205,14740,14740,Rajah Sikatuna Protected Landscape,Rajah Sikatuna National Park,Protected Landscape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1dpIgO3t0IkCjfoD6hZqsMQrPXhSWOBMK?usp=sharing,State Verified,1841,PH-BOH,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,110
11813,61483,61483,Island of Rasa Wilderness Area,Island of Rasa Wilderness Area,Wilderness Area,National,Not Assigned,Not Applicable,Designated,1981,Federal or national ministry or agency,State,Department of Environment and Natural Resources,https://drive.google.com/drive/folders/1ERVaqmA4Ml_xNrt-RmIi5okONYz2eeIh?usp=sharing,State Verified,1841,PH-SUN,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,3
12819,64412,64412,Mt. Kitanglad Range Natural Park,Mt. Kitanglad Range National Park,Natural Park,National,Not Assigned,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1yBxk7S9dDUXwMPsVOwPjFNqPiu8kLqkU?usp=sharing,State Verified,1841,PH-BUK,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,311
17301,101399,101399,Apo Island Protected Landscape & Seascape,Apo Island Protected Landscape & Seascape,Protected Landscape and Seascape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1ROsro52kAGUZl_ocjZD-xlrv9Ca3pFjk?usp=sharing,State Verified,1841,PH-NER,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,7
27070,145491,145491,Siargao Island Protected Landscape and Seascape,"Island of Siargao, Bucas Grande, Middle Bucas and East Bucas in Dinagat MSFR & Island of Siargao, Poneas, Dahican, Tona, Laonan Abanay and Bancuyo Wilderness Area",Protected Landscape and Seascape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,Management plan is available,State Verified,1841,PH-SUN,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,2498
27071,145492,145492,Agusan Marsh Wildlife Sanctuary,Agusan Marsh Wildlife Sanctuary,Wildlife Sanctuary,National,IV,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1xTKTuZ8Ok-N8FYc0cBs6F2clEx-QHxvt?usp=sharing,State Verified,1841,PH-AGS,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,409
56424,198473,198473,Talibon Group of Islands Protected Landscape and Seascape,"Island of Banaon, Basaan, Saac, Tambu, Bambanon Wilderness Area",Protected Landscape and Seascape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/11orCvbgU2VPRJLKnTh9XBAAvAWkCeL7Y?usp=sharing,State Verified,1841,PH-BOH,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,64
59309,305421,305421,Baliangao Protected Landscape & Seascape,Baliangao Protected Landscape & Seascape,Protected Landscape and Seascape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1gssumvl3jUbmKTTJubMduQiO0wWN5tzG?usp=sharing,State Verified,1841,PH-MSC,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,3
59378,305510,305510,Jose Rizal Memorial Protected Landscape,Rizal National Park,Protected Landscape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1LaaAWF75BpDRArsbO_HiZV8UE8ZMSvgs?usp=sharing,State Verified,1841,PH-ZAN,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,5
59838,306473,306473,Alburquerque-Loay-Loboc Protected Landscape and Seascape,"Mangrove areas from Agio Point up to the Municipality of Cambuyao; Mangrove aras from Bo. Biabas to Bo. Ondol including Bo. Condary, and Juagdan except the Island of Tintiman Mangrove Wilderness area",Protected Landscape,National,Not Assigned,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1Zt94-AGcfK7zSkmPu93OlB5RQ-i0Ym37?usp=sharing,State Verified,1841,PH-BOH,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,12
59841,306476,306476,Ta├▒on Strait Protected Seascape,Ta├▒on Strait Protected Seascape,Protected Seascape,National,V,Not Applicable,Designated,2018,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/1cJsdmoM9dH1yG_ZPQnLqReAH-x6qRzs9?usp=sharing,State Verified,1841,PH-NER; PH-NEC,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,1731
59846,306481,306481,Loboc Watershed Forest Reserve,Loboc Watershed Forest Reserve,Watershed Forest Reserve,National,Not Assigned,Not Applicable,Designated,1953,Federal or national ministry or agency,State,Protected Area Management Board,https://drive.google.com/drive/folders/10VhHvDujYCW9eUHz6ijj8Bz6AB_cZrPe?usp=sharing,State Verified,1841,PH-BOH,PHL,PHL,Not Applicable,Not Applicable,,,Philippines,,89
