FID_WDPA_O,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3,SUPP_INFO,CONS_OBJ,FID_strong,FID_stro_1,OBJECTID,SCAPENAME,PROGRAM,COUNTRY,TYPE,WCS_SH,Reason,CONTINENT,sq_km
5666,16900,16900,1,R├¡a de Puerto Deseado,R├¡a de Puerto Deseado,Reserva Natural Intangible,Intangible Nature Reserve,National,VI,Not Applicable,Designated,1977,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Z,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,65
5667,16901,16901,1,Cabo Blanco,Cabo Blanco,Reserva Natural Intangible,Intangible Nature Reserve,National,IV,Not Applicable,Designated,1977,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Z,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,7
6545,19603,19603,1,Cabo dos Bah├¡as,Cabo dos Bah├¡as,Reserva Natural Tur├¡stica,Tourist Nature Reserve,National,IV,Not Applicable,Designated,1973,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,1
6550,19612,19612,1,Punta Tombo,Punta Tombo,Reserva Natural Tur├¡stica,Tourist Nature Reserve,National,IV,Not Applicable,Designated,1972,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,1
6553,19621,19621,1,Volc├ín Tupungato,Volc├ín Tupungato,Parque Provincial,Provincial Park,National,II,Not Applicable,Designated,1985,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-M,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,1288
6795,20190,20190,1,Punta Le├│n,Punta Le├│n,Reserva Natural Tur├¡stica,Tourist Nature Reserve,National,Not Reported,Not Applicable,Designated,1985,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,1
6797,20198,20198,1,Laguna Aleusco,Laguna Aleusco,Reserva Natural Tur├¡stica,Tourist Nature Reserve,National,VI,Not Applicable,Designated,1983,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,10
7131,21216,21216,1,Cerro Aconcagua,Cerro Aconcagua,Parque Provincial,Provincial Park,National,II,Not Applicable,Designated,1983,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-M,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,248
7134,21223,21223,1,Epulauquen,Epulauquen,Reserva Provincial Tur├¡stico Forestal,Tourist and Forest Provincial Reserve,National,VI,Not Applicable,Designated,1973,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Q,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,309
7138,21227,21227,1,Pen├¡nsula San Juli├ín,Pen├¡nsula San Juli├ín,Reserva Provincial,Provincial Reserve,National,VI,Not Applicable,Designated,1986,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Z,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,64
7141,21238,21238,1,Domuyo,Domuyo,├ürea Natural Protegida,Protected Nature Area,National,VI,Not Applicable,Designated,1989,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Q,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,931
9084,30844,30844,1,Complejo Islote Lobos,Complejo Islote Lobos,Reserva Natural Cient├¡fica,Scientific Nature Reserve,National,VI,Not Applicable,Designated,1977,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-R,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,17
11870,61819,61819,1,Laguna Blanca,Laguna Blanca,Reserva Nacional,National Reserve,National,VI,Not Applicable,Designated,1940,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_Laguna_Blanca.pdf,State Verified,1935,AR-Q,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,1
11871,61822,61822,1,Los Alerces,Los Alerces,Reserva Nacional,National Reserve,National,VI,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_Los_Alerces.pdf,State Verified,1935,AR-U,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,714
11872,61823,61823,1,Los Glaciares,Los Glaciares,Reserva Nacional,National Reserve,National,VI,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_LOS_GLACIARES_2019-2029__1_.pdf,State Verified,1935,AR-Z,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,74
11873,61824,61824,1,Nahuel Huapi,Nahuel Huapi,Reserva Nacional,National Reserve,National,VI,Not Applicable,Designated,1934,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PNNH_2019.pdf,State Verified,1935,AR-Q;AR-R,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,2377
11874,61827,61827,1,Perito Moreno,Perito Moreno,Reserva Nacional,National Reserve,National,VI,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PNPFPM.pdf,State Verified,1935,AR-Z,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,320
13539,67758,67758,1,Parque Nacional Laguna Blanca,Parque Nacional Laguna Blanca,"Sitio Ramsar, Humedal de Importancia Internacional","Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,Designated,1992,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Q,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,4
16918,94109,94109,1,Cueva del Milod├│n,Cueva del Milod├│n,Monumento Natural,Natural Monument,National,III,Not Applicable,Designated,1994,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/MN%20Cueva%20del%20Milod%C3%B3n.pdf,State Verified,1808,CL-MA,CHL,CHL,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,0
16920,94111,94111,1,Altos de Lircay,Altos de Lircay,Reserva Nacional,National Reserve,National,IV,Not Applicable,Designated,1996,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20RN%20Altos%20de%20Lircay%201998.pdf,State Verified,1808,CL-ML,CHL,CHL,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,112
16924,94116,94116,1,Los Bellotos del Melado,Los Bellotos del Melado,Reserva Nacional,National Reserve,National,IV,Not Applicable,Designated,1995,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/PM_RN_Bellotos_del_Melado.pdf,State Verified,1808,CL-ML,CHL,CHL,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,4
16926,94118,94118,1,Mocho - Choshuenco,Mocho - Choshuenco,Reserva Nacional,National Reserve,National,IV,Not Applicable,Designated,1994,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20RN%20Mocho%20Choshuenco%202009.pdf,State Verified,1808,CL-LR,CHL,CHL,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,77
16928,94120,94120,1,Trapananda,Trapananda,Reserva Nacional,National Reserve,National,IV,Not Applicable,Designated,1992,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20RN%20Trapananda%201997.PDF,State Verified,1808,CL-AI,CHL,CHL,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,23
16931,95145,95145,1,Yerba Loca,Yerba Loca,Santuario de la Naturaleza,Nature Sanctuary,National,IV,Not Applicable,Designated,1973,Collaborative governance,Multiple ownership,Municipalidad de Lo Barnechea,http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/S.N.%20YERBA%20LOCA.PDF,State Verified,1808,CL-RM,CHL,CHL,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,439
16932,95209,95209,1,Futaleuf├║,Futaleuf├║,Reserva Nacional,National Reserve,National,IV,Not Applicable,Designated,1998,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/PM_RN_Futaleufu.pdf,State Verified,1808,CL-LL,CHL,CHL,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,131
16958,95315,95315,1,Reserva Costa Atlantica de Tierra del Fuego,Reserva Costa Atlantica de Tierra del Fuego,"Sitio Ramsar, Humedal de Importancia Internacional","Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,Designated,1995,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1852,AR-V,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,16
16959,95316,95316,1,Reserva Provincial Laguna de Llancanelo,Reserva Provincial Laguna de Llancanelo,"Sitio Ramsar, Humedal de Importancia Internacional","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(iii)(iv)(v),Designated,1995,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-M,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,422
17035,97478,97478,1,Rio Limay,Rio Limay,├ürea Natural Protegida - Paisaje Protegido,Protected Nature Area - Protected Landscape,National,V,Not Applicable,Designated,1996,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-R,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,166
17036,97481,97481,1,Bah├¡a de San Antonio,Bah├¡a de San Antonio,Paisaje Protegido,Protected Landscape,National,V,Not Applicable,Designated,1993,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-R,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,53
17037,97482,97482,1,Embalse Casa de Piedra,Embalse Casa de Piedra,Reserva Natural,Nature Reserve,National,VI,Not Applicable,Designated,1993,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-L,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,89
17038,97483,97483,1,R├¡a Azul - Lago Escondido,R├¡a Azul - Lago Escondido,├ürea Natural Protegida,Protected Nature Area,National,VI,Not Applicable,Designated,1994,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-R,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,766
17052,98129,98129,1,Costa Atl├íntica Tierra del Fuego,Costa Atl├íntica Tierra del Fuego,Reserva Hemisf├®rica,Hemispheric Shorebird Reserve,National,IV,Not Applicable,Designated,1992,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-V,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,7
40085,166726,166726,1,Lago Puelo,Lago Puelo,Reserva Nacional,National Reserve,National,VI,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PLAN_DE_GESTION_PN_LAGO_PUELO_2019_2029.pdf,State Verified,1935,AR-U,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,60
40087,166732,166732,1,Auca Mahuida,Auca Mahuida,Reserva Natural de Uso M├║ltiple,Multiple Use Nature Reserve,National,VI,Not Applicable,Designated,1996,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Q,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,764
40088,166734,"166734
",1,Manzano Historico,Manzano Historico,Reserva Cultural y Paisaj├¡stica,Protected Nature and Cultural and Landscape Reserve,National,V,Not Applicable,Designated,1995,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-M,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,9
56353,198291,198291,1,Pen├¡nsula Vald├®s,Pen├¡nsula Vald├®s,Sitio Patrimonio de la Humanidad (natural o mixto),World Heritage Site (natural or mixed),International,Not Applicable,(x),Inscribed,1999,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,72
56544,300021,300021,1,Ca├▒ada Molina,Ca├▒ada Molina,Monumento Natural Provincial,Provincial Nature Monument,National,III,Not Applicable,Designated,1993,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Q,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,2
56545,300024,300024,1,Caverna de las Brujas,Caverna de las Brujas,Reserva Natural,Nature Reserve,National,IV,Not Applicable,Designated,1990,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-M,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,1
56547,300031,300031,1,Lago Epuy├®n,Lago Epuy├®n,Reserva Forestal,Forest Reserve,National,VI,Not Applicable,Designated,2003,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,189
56549,300035,300035,1,El Mangrullo,El Mangrullo,Reserva de Uso M├║ltiple,Multiple Use Reserve,National,VI,Not Applicable,Designated,1996,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Q,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,88
56554,300054,300054,1,Isla Pinguinos,Isla Pinguinos,Reserva Provincial,Provincial Reserve,National,VI,Not Applicable,Designated,1992,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Z,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,1
56556,300059,300059,1,Lago Baggilt,Lago Baggilt,├ürea Natural Protegida,Protected Nature Area,National,VI,Not Applicable,Designated,1996,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,18
56557,300062,300062,1,Laguna del Diamante,Laguna del Diamante,Reserva Natural,Nature Reserve,National,II,Not Applicable,Designated,1994,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-M,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,1979
56562,300073,300073,1,Nant y Fall (Arroyo Las Ca├¡das),Nant y Fall (Arroyo Las Ca├¡das),Reserva Natural Tur├¡stica,Tourist Nature Reserve,National,VI,Not Applicable,Designated,1995,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,6
56564,300076,300076,1,Pen├¡nsula de Magallanes,Pen├¡nsula de Magallanes,Parque y Reserva Provincial,Provincial Reserve and Park,National,VI,Not Applicable,Designated,1993,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Z,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,306
56568,300083,300083,1,R├¡o Turbio,R├¡o Turbio,Parque Provincial y Reserva Forestal,Provincial Park and Forest Reserve,National,II,Not Applicable,Designated,1994,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-U,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,710
64935,317180,317180,1,Los Huemules de Niblinto,Los Huemules de Niblinto,Reserva Nacional,National Reserve,National,IV,Not Applicable,Designated,1999,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20RN%20Los%20Huemules%20del%20Niblinto%202000.PDF,State Verified,1808,CL-NB,CHL,CHL,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,70
65017,317329,317329,1,Francisco Coloane,Francisco Coloane,├ürea Marina Costera Protegida,Marine and Coastal Protected Area,National,IV,Not Applicable,Designated,2004,Federal or national ministry or agency,State,Comisi├│n Regional de Area Marine Costera Protegida (CRAMCP) and Servicio Nacional de Pesca (SERNAPESCA),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Proyecto%20dise%C3%B1o%20Plan%20de%20Manejo.pdf,State Verified,1808,CL-MA,CHL,CHL,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,174
4,6,6,1,Los Glaciares,Los Glaciares,Parque Nacional,National Park,National,II,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_LOS_GLACIARES_2019-2029__1_.pdf,State Verified,1935,AR-Z,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,0
65,89,89,1,Torres del Paine,Torres del Paine,Parque Nacional,National Park,National,II,Not Applicable,Designated,1959,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/P.N.%20%20Torres%20del%20Paine%20%20%202007.PDF,State Verified,1808,CL-MA,CHL,CHL,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,0
4,6,6,1,Los Glaciares,Los Glaciares,Parque Nacional,National Park,National,II,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_LOS_GLACIARES_2019-2029__1_.pdf,State Verified,1935,AR-Z,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,3096
1329,2570,2570,1,Los Glaciares National Park,Parque Nacional Los Glaciares,Sitio Patrimonio de la Humanidad (natural o mixto),World Heritage Site (natural or mixed),International,Not Applicable,(vii)(viii),Inscribed,1981,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1852,Not Reported,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,3096
4,6,6,1,Los Glaciares,Los Glaciares,Parque Nacional,National Park,National,II,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_LOS_GLACIARES_2019-2029__1_.pdf,State Verified,1935,AR-Z,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,778
3256,9414,9414,1,Bernardo O'Higgins,Bernardo O'Higgins,Parque Nacional,National Park,National,II,Not Applicable,Designated,1969,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20Manejo%20PN%20Bernardo%20Ohiggins.pdf,State Verified,1808,"CL-MA, CL-AI",CHL,CHL,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,778
4,6,6,1,Los Glaciares,Los Glaciares,Parque Nacional,National Park,National,II,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PG_PN_LOS_GLACIARES_2019-2029__1_.pdf,State Verified,1935,AR-Z,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,15
56564,300076,300076,1,Pen├¡nsula de Magallanes,Pen├¡nsula de Magallanes,Parque y Reserva Provincial,Provincial Reserve and Park,National,VI,Not Applicable,Designated,1993,Sub-national ministry or agency,Not Reported,Not Reported,Not Reported,State Verified,1852,AR-Z,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,15
5,7,7,1,Lan├¡n,Lan├¡n,Parque Nacional,National Park,National,II,Not Applicable,Designated,1937,Federal or national ministry or agency,Not Reported,Administraci├│n de Parques Nacionales,https://sib.gob.ar/archivos/PlanGestionPNLanin.pdf,State Verified,1935,AR-Q,ARG,ARG,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,0
67,91,91,1,Villarrica,Villarrica,Parque Nacional,National Park,National,II,Not Applicable,Designated,1941,Federal or national ministry or agency,State,Corporaci├│n Nacional Forestal (CONAF),http://bdrnap.mma.gob.cl/recursos/SINIA/PlandeManejo/Plan%20de%20manejo%202013.pdf,State Verified,1808,CL-AR,CHL,CHL,Not Applicable,Not Applicable,113,116,0,,,,,0,,South America,0
